nordcampus,13,0.01908957415565345
studierend,10,0.014684287812041116
universität,9,0.013215859030837005
mehr,7,0.010279001468428781
sollen,7,0.010279001468428781
studium,7,0.010279001468428781
dafür,7,0.010279001468428781
vieler,7,0.010279001468428781
jedoch,6,0.00881057268722467
gut,6,0.00881057268722467
jahr,5,0.007342143906020558
angebot,5,0.007342143906020558
außerdem,4,0.005873715124816446
software,4,0.005873715124816446
groß,4,0.005873715124816446
weniger,4,0.005873715124816446
müssen,4,0.005873715124816446
digital,4,0.005873715124816446
system,4,0.005873715124816446
geben,4,0.005873715124816446
eigen,4,0.005873715124816446
bereich,4,0.005873715124816446
finden,4,0.005873715124816446
problem,3,0.004405286343612335
fachschaft,3,0.004405286343612335
arbeit,3,0.004405286343612335
setzen,3,0.004405286343612335
schaffen,3,0.004405286343612335
wichtig,3,0.004405286343612335
kennen,3,0.004405286343612335
studentisch,3,0.004405286343612335
kämpfen,3,0.004405286343612335
studiengäng,3,0.004405286343612335
digitalisierung,3,0.004405286343612335
wissenschaft,3,0.004405286343612335
tatsächlich,3,0.004405286343612335
z-campus,3,0.004405286343612335
bedingung,3,0.004405286343612335
mal,3,0.004405286343612335
eigentlich,3,0.004405286343612335
möglichkeit,3,0.004405286343612335
sogenannter,2,0.002936857562408223
darüber,2,0.002936857562408223
studienqualität,2,0.002936857562408223
aufgrund,2,0.002936857562408223
einreichen,2,0.002936857562408223
lehrangebot,2,0.002936857562408223
sicherstellen,2,0.002936857562408223
göttingen,2,0.002936857562408223
führen,2,0.002936857562408223
nehmen,2,0.002936857562408223
drucker,2,0.002936857562408223
benötigen,2,0.002936857562408223
möglich,2,0.002936857562408223
frei,2,0.002936857562408223
aussehen,2,0.002936857562408223
vergangen,2,0.002936857562408223
einzeln,2,0.002936857562408223
2020,2,0.002936857562408223
hochschulpolitik,2,0.002936857562408223
hierbei,2,0.002936857562408223
schon,2,0.002936857562408223
kommen,2,0.002936857562408223
angemessen,2,0.002936857562408223
häufig,2,0.002936857562408223
einfach,2,0.002936857562408223
datum,2,0.002936857562408223
aufbauen,2,0.002936857562408223
ausreichend,2,0.002936857562408223
prekär,2,0.002936857562408223
platz,2,0.002936857562408223
fakultät,2,0.002936857562408223
vielmehr,2,0.002936857562408223
beurteilen,2,0.002936857562408223
fehlen,2,0.002936857562408223
rücken,2,0.002936857562408223
bestehend,2,0.002936857562408223
möchten,2,0.002936857562408223
wenig,2,0.002936857562408223
warum,2,0.002936857562408223
deshalb,2,0.002936857562408223
elementar,2,0.002936857562408223
stimme,2,0.002936857562408223
tier,2,0.002936857562408223
befördern,2,0.002936857562408223
eur,2,0.002936857562408223
endlich,2,0.002936857562408223
seite,2,0.002936857562408223
ausweiten,2,0.002936857562408223
beispiel,2,0.002936857562408223
passieren,2,0.002936857562408223
ausländisch,2,0.002936857562408223
außerhalb,2,0.002936857562408223
alpaka,2,0.002936857562408223
semester,2,0.002936857562408223
stelle,2,0.002936857562408223
zusammenarbeit,2,0.002936857562408223
wer,2,0.002936857562408223
ziel,2,0.002936857562408223
digitalisieren,2,0.002936857562408223
verraten,2,0.002936857562408223
kulisse,1,0.0014684287812041115
marginalisieren,1,0.0014684287812041115
wirklich,1,0.0014684287812041115
statusgruppe,1,0.0014684287812041115
inzwischen,1,0.0014684287812041115
systematisch,1,0.0014684287812041115
bereits,1,0.0014684287812041115
vertreter,1,0.0014684287812041115
gespräch,1,0.0014684287812041115
statt,1,0.0014684287812041115
vertreterin,1,0.0014684287812041115
entsprechend,1,0.0014684287812041115
entwickeln,1,0.0014684287812041115
studierbar,1,0.0014684287812041115
studiengang,1,0.0014684287812041115
flächendeckend,1,0.0014684287812041115
missständ,1,0.0014684287812041115
einzen,1,0.0014684287812041115
aufmerksam,1,0.0014684287812041115
fokus,1,0.0014684287812041115
entweder,1,0.0014684287812041115
evaluieren,1,0.0014684287812041115
derzeit,1,0.0014684287812041115
lediglich,1,0.0014684287812041115
lehrveranstaltung,1,0.0014684287812041115
gruppe,1,0.0014684287812041115
nordcampus-aufwertung,1,0.0014684287812041115
teilen,1,0.0014684287812041115
thema,1,0.0014684287812041115
plan,1,0.0014684287812041115
leider,1,0.0014684287812041115
verpflegung,1,0.0014684287812041115
mülllawine,1,0.0014684287812041115
lang,1,0.0014684287812041115
gigantisch,1,0.0014684287812041115
übergangszeit,1,0.0014684287812041115
geplant,1,0.0014684287812041115
sanierung,1,0.0014684287812041115
beschäftigter,1,0.0014684287812041115
nordmensa,1,0.0014684287812041115
plastikbesteck,1,0.0014684287812041115
spielen,1,0.0014684287812041115
foodtruck,1,0.0014684287812041115
anfang,1,0.0014684287812041115
schließen,1,0.0014684287812041115
übergangslösung,1,0.0014684287812041115
vorsehen,1,0.0014684287812041115
wobei,1,0.0014684287812041115
pappteller,1,0.0014684287812041115
nächster,1,0.0014684287812041115
garantieren,1,0.0014684287812041115
tagtäglich,1,0.0014684287812041115
umso,1,0.0014684287812041115
studentenwerk,1,0.0014684287812041115
stark,1,0.0014684287812041115
selbstbestimmt,1,0.0014684287812041115
möglichst,1,0.0014684287812041115
rahmenbedingung,1,0.0014684287812041115
vertreten,1,0.0014684287812041115
selbstverwaltung,1,0.0014684287812041115
rolle,1,0.0014684287812041115
darauf,1,0.0014684287812041115
akademisch,1,0.0014684287812041115
anweisen,1,0.0014684287812041115
mitglied,1,0.0014684287812041115
interesse,1,0.0014684287812041115
geltung,1,0.0014684287812041115
verleihen,1,0.0014684287812041115
studienbedingung,1,0.0014684287812041115
bleiben,1,0.0014684287812041115
